Date,ETF name,Year Month Day,Open,High,Low,Close,Volume
2020-12-29,VCAR,2020-12-29,12.703955238285625,12.703955238285625,12.434929847717287,12.434929847717285,23000
2020-12-30,VCAR,2020-12-30,12.558481886375851,12.948069620026882,12.558481886375851,12.92913818359375,23600
2020-12-31,VCAR,2020-12-31,13.012835656534826,13.222077302512721,12.903232301356265,13.030770301818848,2400
2021-01-04,VCAR,2021-01-04,14.886045766068552,14.886045766068552,13.152329771871097,13.337657928466797,10400
2021-01-05,VCAR,2021-01-05,13.441282451837969,13.473167427873909,13.24200491497678,13.351607322692871,19500
2021-01-06,VCAR,2021-01-06,14.447634858961413,14.447634858961413,13.451246247998558,13.890653610229492,32600
2021-01-07,VCAR,2021-01-07,14.188574072418472,14.50741908487783,14.125801861468927,14.486494064331055,29000
2021-01-08,VCAR,2021-01-08,14.935864928680981,15.703084608986742,14.74655151224059,15.578536033630371,34300
2021-01-11,VCAR,2021-01-11,15.603445949977328,15.603445949977328,14.547274523732387,14.884053230285645,38000
2021-01-12,VCAR,2021-01-12,14.84618981852474,15.473914753030797,14.84618981852474,15.274637222290039,16900
2021-01-13,VCAR,2021-01-13,14.945829584375609,15.193929952578616,14.806334832838544,15.06639289855957,16300
2021-01-14,VCAR,2021-01-14,15.12019760552131,15.14510694110545,14.786407377450539,14.959778785705566,51300
2021-01-15,VCAR,2021-01-15,15.005612939779828,15.04546844631691,14.696732051444773,14.703706741333008,7700
2021-01-19,VCAR,2021-01-19,14.945829326683889,15.071374695925654,14.557237422107223,14.754522323608398,5500
2021-01-20,VCAR,2021-01-20,14.925900793306484,14.925900793306484,14.636948136901077,14.854161262512207,5700
2021-01-21,VCAR,2021-01-21,14.74655179237415,14.886045591275849,14.71666039978525,14.754522323608398,15500
2021-01-22,VCAR,2021-01-22,14.6568764782839,14.769468307495117,14.537309959216152,14.769468307495117,6200
2021-01-25,VCAR,2021-01-25,14.975721048230302,15.55362638553796,14.766479395051304,15.271648406982422,15600
2021-01-26,VCAR,2021-01-26,15.59348172206921,15.59348172206921,15.214854877835963,15.239764213562012,8500
2021-01-27,VCAR,2021-01-27,15.10525158625618,15.274637730579999,14.955793670784697,15.038494110107422,6700
2021-01-28,VCAR,2021-01-28,14.965757012834143,15.00561251825163,14.338032089836085,14.509410858154297,10600
2021-01-29,VCAR,2021-01-29,14.447634701939288,14.447634701939288,13.92453106696116,14.06900691986084,7200
2021-02-01,VCAR,2021-02-01,13.929511942967613,14.517381359343222,13.929511942967613,14.481512069702148,8700
2021-02-02,VCAR,2021-02-02,15.005612622799115,15.005612622799115,14.658868868043962,14.985684394836426,3500
2021-02-03,VCAR,2021-02-03,15.045468232962556,15.045468232962556,14.377887795260483,14.508414268493652,15900
2021-02-04,VCAR,2021-02-04,14.218465826159287,14.44763474882322,14.218465826159287,14.367923736572266,4700
2021-02-05,VCAR,2021-02-05,14.676804215331531,14.676804215331531,14.24835774616427,14.35596752166748,2500
2021-02-08,VCAR,2021-02-08,14.935865204144674,14.935865204144674,14.402797443824811,14.483505249023438,4600
2021-02-09,VCAR,2021-02-09,14.716660052738842,14.716660052738842,13.959404489989105,14.298176765441895,7900
2021-02-10,VCAR,2021-02-10,14.218466013256284,14.218466013256284,13.799982718316969,13.89962100982666,33800
2021-02-11,VCAR,2021-02-11,13.770089895884682,14.057049913858078,13.770089895884682,13.892645835876465,4800
2021-02-12,VCAR,2021-02-12,13.690378973234402,14.037122726440428,13.690378973234402,14.03712272644043,4700
2021-02-16,VCAR,2021-02-16,14.537310066455676,14.537310066455676,13.670452084147158,13.89962100982666,16100
2021-02-17,VCAR,2021-02-17,13.6505237458841,13.727246284484863,13.306769409900228,13.727246284484863,2500
2021-02-18,VCAR,2021-02-18,13.580777299864778,13.580777299864778,13.421355269235885,13.51003360748291,4600
2021-02-19,VCAR,2021-02-19,13.660488342506618,13.660488342506618,13.401427067101295,13.402423858642578,3400
2021-02-22,VCAR,2021-02-22,12.97298059850003,13.082583007236096,12.703955208561153,12.738828659057617,4600
2021-02-23,VCAR,2021-02-23,11.966627908233574,12.5505111475017,11.667711123345432,12.341269493103027,7900
2021-02-24,VCAR,2021-02-24,12.823521070878629,12.823521070878629,12.430943912238149,12.760748863220215,1400
2021-02-25,VCAR,2021-02-25,12.933124161443134,12.933124161443134,12.006483367358964,12.089183807373047,5300
2021-02-26,VCAR,2021-02-26,12.026410004261182,12.37514639163721,11.95666310687806,12.125052452087402,13100
2021-03-01,VCAR,2021-03-01,12.70395449447782,12.70395449447782,12.36020016562161,12.644170761108398,3400
2021-03-02,VCAR,2021-03-02,11.966627300297919,12.522611750764808,11.966627300297919,12.134020805358887,3400
2021-03-03,VCAR,2021-03-03,12.514641109458335,12.514641109458335,11.657746313845472,12.03637409210205,15000
2021-03-04,VCAR,2021-03-04,12.00648259185719,12.00648259185719,11.089805021260661,11.181472778320312,19600
2021-03-05,VCAR,2021-03-05,11.617891282856421,11.617891282856421,10.553748384822203,11.061906814575195,42800
2021-03-08,VCAR,2021-03-08,10.940346448350398,10.940346448350398,10.750036239624023,10.750036239624023,800
2021-03-09,VCAR,2021-03-09,10.930383302293233,11.731479644775392,10.930383302293233,11.73147964477539,1100
2021-03-10,VCAR,2021-03-10,12.066265809940347,12.35023736398235,11.7324755852319,12.086194038391113,6900
2021-03-11,VCAR,2021-03-11,11.857024166875666,12.221702575683592,11.857024166875666,12.221702575683594,3700
2021-03-12,VCAR,2021-03-12,12.255579781572552,12.255579781572552,11.822150329136788,12.10213565826416,1200
2021-03-15,VCAR,2021-03-15,12.111103733660986,12.265544658053631,12.111103733660986,12.238641738891602,1800
2021-03-16,VCAR,2021-03-16,12.066265934804807,12.311377825996386,12.066265934804807,12.0762300491333,3300
2021-03-17,VCAR,2021-03-17,11.95666365700371,12.201775550842283,11.79724162694717,12.201775550842285,1100
2021-03-18,VCAR,2021-03-18,11.896879494392731,11.94072121624876,11.66173267364502,11.66173267364502,3300
2021-03-19,VCAR,2021-03-19,11.627855357931415,11.686642302152483,11.50828883666945,11.683652877807617,900
2021-03-22,VCAR,2021-03-22,12.265544522789313,12.265544522789313,11.727494697554695,11.842079162597656,1300
2021-03-23,VCAR,2021-03-23,11.727494026284418,11.727494026284418,11.471421241760254,11.471421241760254,1300
2021-03-24,VCAR,2021-03-24,10.980202992176597,11.36879394383558,10.980202992176597,11.090801239013672,1100
2021-03-25,VCAR,2021-03-25,11.059914356266665,11.168519973754883,11.059914356266665,11.168519973754883,400
2021-03-26,VCAR,2021-03-26,11.099769232752086,11.099769232752086,10.860635249018726,11.082830429077148,7600
2021-03-29,VCAR,2021-03-29,11.059914048931809,11.059914048931809,10.850672400971579,10.936361312866211,3100
2021-03-30,VCAR,2021-03-30,10.820779836633195,11.044967651367188,10.721141546930475,11.044967651367188,1300
2021-03-31,VCAR,2021-03-31,11.239263691535468,11.392707824707031,11.229300527223236,11.392707824707031,1100
2021-04-01,VCAR,2021-04-01,11.637819032170786,11.637819032170786,11.461458206176758,11.461458206176758,9100
2021-04-05,VCAR,2021-04-05,11.468433221031018,11.827132781421746,11.468433221031018,11.707566261291504,4800
2021-04-06,VCAR,2021-04-06,11.946699681620503,11.946699681620503,11.738454818725584,11.738454818725586,8000
2021-04-07,VCAR,2021-04-07,11.717529994785789,11.717529994785789,11.480389595031737,11.480389595031738,1700
2021-04-08,VCAR,2021-04-08,11.607926838247161,11.607926838247161,11.578035446238646,11.6009521484375,1000
2021-04-09,VCAR,2021-04-09,11.54814418202187,11.590989112854004,11.54814418202187,11.590989112854004,700
2021-04-12,VCAR,2021-04-12,11.719523127975695,11.767350116608165,11.697602266480772,11.758381843566895,1700
2021-04-13,VCAR,2021-04-13,11.956663320373634,12.424966233152732,11.956663320373634,12.395073890686035,7800
2021-04-14,VCAR,2021-04-14,12.70395454755287,12.70395454755287,12.07622962058734,12.185832023620605,15100
2021-04-15,VCAR,2021-04-15,12.554497320747512,12.554497320747512,12.12604989885781,12.299421310424805,12300
2021-04-16,VCAR,2021-04-16,12.175868732656744,12.256575584411623,12.145976391044373,12.256575584411621,5100
2021-04-19,VCAR,2021-04-19,12.454858128614502,12.454858128614502,11.837097279462855,11.948692321777344,18100
2021-04-20,VCAR,2021-04-20,11.787277012684303,12.076229667466624,11.767349734887357,11.909832954406738,15600
2021-04-21,VCAR,2021-04-21,11.906843641816804,12.142988204956056,11.896879527709782,12.142988204956055,51900
2021-04-22,VCAR,2021-04-22,12.230669870681277,12.230669870681277,11.936735153198244,11.936735153198242,1200
2021-04-23,VCAR,2021-04-23,12.05132026303607,12.06626548373988,12.02640997814604,12.03637409210205,1000
2021-04-26,VCAR,2021-04-26,12.325326690526571,12.325326690526571,12.126049163441582,12.176864624023438,2500
2021-04-27,VCAR,2021-04-27,11.934742863922263,11.946699611268288,11.803219593346252,11.804216384887695,1900
2021-04-28,VCAR,2021-04-28,11.747421314603928,11.767349542304945,11.667710304260254,11.667710304260254,7600
2021-04-29,VCAR,2021-04-29,11.617891372498354,11.687638273117424,11.418613834850834,11.477400779724121,5400
2021-04-30,VCAR,2021-04-30,11.318974242470986,11.627855128988807,11.318974242470986,11.595970153808594,3500
2021-05-03,VCAR,2021-05-03,11.986554389991367,11.986554389991367,11.318973963220051,11.330930709838867,5400
2021-05-04,VCAR,2021-05-04,11.318974390348734,11.318974390348734,11.049949956849044,11.085820198059082,1400
2021-05-05,VCAR,2021-05-05,11.129661004534201,11.129661004534201,11.039985876349967,11.052939414978027,400
2021-05-06,VCAR,2021-05-06,10.960274428763706,10.966252326965332,10.900490695596433,10.966252326965332,1100
2021-05-07,VCAR,2021-05-07,11.149587761689688,11.149587761689688,11.078845024108887,11.078845024108887,600
2021-05-10,VCAR,2021-05-10,10.795870569320789,10.795870569320789,10.63146648756383,10.661357879638672,7800
2021-05-11,VCAR,2021-05-11,9.864247285994102,10.571683267732727,9.864247285994102,10.499943733215332,92400
2021-05-12,VCAR,2021-05-12,10.691249175386035,10.691249175386035,10.12430477142334,10.12430477142334,3400
2021-05-13,VCAR,2021-05-13,10.312622987276008,10.312622987276008,10.074485778808594,10.074485778808594,2300
2021-05-14,VCAR,2021-05-14,10.262802743966065,10.334542274475098,10.262802743966065,10.334542274475098,1700
2021-05-17,VCAR,2021-05-17,10.312622263504023,10.312622263504023,10.113343785766006,10.176116943359375,2000
2021-05-18,VCAR,2021-05-18,10.262803293456134,10.272767408019563,10.133272654822356,10.140247344970703,47300
2021-05-19,VCAR,2021-05-19,10.272767500683319,10.272767500683319,10.002745314868195,10.027655601501465,3100
2021-05-20,VCAR,2021-05-20,10.292694383145767,10.375394821166992,10.28273026887641,10.375394821166992,800
2021-05-21,VCAR,2021-05-21,10.377387130433448,10.402296465099989,10.264795303344727,10.264795303344727,1000
2021-05-24,VCAR,2021-05-24,10.262802989516196,10.593603791336966,10.262802989516196,10.571682929992676,2300
2021-05-25,VCAR,2021-05-25,10.711177922115397,10.711177922115397,10.511900383377906,10.537806510925293,1000
2021-05-26,VCAR,2021-05-26,10.711177214539061,10.800852338604592,10.711177214539061,10.774946212768555,3500
2021-05-27,VCAR,2021-05-27,10.900490668708324,10.900490668708324,10.799855589169335,10.87757396697998,1700
2021-05-28,VCAR,2021-05-28,11.318974666290023,11.318974666290023,10.883553504943848,10.883553504943848,1700
2021-06-01,VCAR,2021-06-01,10.880564136139567,10.880564136139567,10.803842544555664,10.803842544555664,900
2021-06-02,VCAR,2021-06-02,10.721142072443012,10.730109395425874,10.551755926392442,10.640434265136719,1200
2021-06-03,VCAR,2021-06-03,10.37240525836017,10.37240525836017,10.310628890991211,10.310628890991211,700
2021-06-04,VCAR,2021-06-04,10.611538013998809,10.620506286621094,10.611538013998809,10.620506286621094,700
2021-06-07,VCAR,2021-06-07,10.531827595315711,10.739076614379881,10.531827595315711,10.739076614379883,700
2021-06-08,VCAR,2021-06-08,10.741068638208795,10.7420654296875,10.701213132973946,10.7420654296875,1000
2021-06-09,VCAR,2021-06-09,10.696231793372561,10.715163230895996,10.696231793372561,10.715163230895996,500
2021-06-10,VCAR,2021-06-10,10.890527505063522,10.890527505063522,10.830743772043718,10.87757396697998,600
2021-06-11,VCAR,2021-06-11,10.800852303928439,10.868606567382812,10.800852303928439,10.868606567382812,2300
2021-06-14,VCAR,2021-06-14,10.940346874533594,11.03002200469047,10.88056408791585,10.958282470703125,6500
2021-06-15,VCAR,2021-06-15,10.850672812974462,10.850672812974462,10.72114217358265,10.738080978393555,2200
2021-06-16,VCAR,2021-06-16,10.75103354988243,10.75103354988243,10.724130630493164,10.724130630493164,200
2021-06-17,VCAR,2021-06-17,10.736086978347284,10.861632347106934,10.736086978347284,10.861632347106934,900
2021-06-18,VCAR,2021-06-18,10.92839050292969,10.92839050292969,10.92839050292969,10.928390502929688,1000
2021-06-21,VCAR,2021-06-21,10.760997320667402,10.91742992401123,10.760997320667402,10.91742992401123,900
2021-06-22,VCAR,2021-06-22,10.920418956334794,11.010094081241089,10.920418956334794,10.994152069091797,900
2021-06-23,VCAR,2021-06-23,11.229299818336594,11.358829498291016,11.229299818336594,11.358829498291016,2600
2021-06-24,VCAR,2021-06-24,11.757386207580568,11.89688000981073,11.757386207580568,11.757386207580566,3500
2021-06-25,VCAR,2021-06-25,11.737457904786492,11.81716891991137,11.617891382099172,11.687638282775879,5400
2021-06-28,VCAR,2021-06-28,11.777313225331746,11.921790031845289,11.777313225331746,11.898873329162598,1600
2021-06-29,VCAR,2021-06-29,11.906843896432445,11.906843896432445,11.805212020874022,11.805212020874023,900
2021-06-30,VCAR,2021-06-30,11.766353614036293,11.857024586129253,11.766353614036293,11.841082572937012,1800
2021-07-01,VCAR,2021-07-01,11.697601630897003,11.77332737537381,11.697601630897003,11.733471870422363,1000
2021-07-02,VCAR,2021-07-02,11.771335601806639,11.771335601806639,11.771335601806639,11.77133560180664,200
2021-07-06,VCAR,2021-07-06,11.936735212274929,11.936735212274929,11.558108372852622,11.599956512451172,1100
2021-07-07,VCAR,2021-07-07,11.956662977903115,11.956662977903115,11.499320983886717,11.499320983886719,1600
2021-07-08,VCAR,2021-07-08,11.528215771420005,11.538179885452347,11.484375,11.484375,1400
2021-07-09,VCAR,2021-07-09,11.488360604785814,11.548144340515137,11.478397440689463,11.548144340515137,5700
2021-07-12,VCAR,2021-07-12,11.779305458068848,11.779305458068848,11.779305458068848,11.779305458068848,1200
2021-07-13,VCAR,2021-07-13,11.687637994314107,11.746424937785058,11.604938507080078,11.604938507080078,3000
2021-07-14,VCAR,2021-07-14,11.617891294805554,11.637819523552167,11.468433380126953,11.468433380126953,4300
2021-07-15,VCAR,2021-07-15,11.338902146170405,11.342887411617523,11.289082527160645,11.289082527160645,400
2021-07-16,VCAR,2021-07-16,11.199407485526521,11.328938115814433,11.176490783691408,11.176490783691406,6100
2021-07-19,VCAR,2021-07-19,10.98020342283527,11.11670780181885,10.890528291941328,11.116707801818848,3500
2021-07-20,VCAR,2021-07-20,11.069876756564373,11.408649025031453,11.069876756564373,11.335912704467773,12900
2021-07-21,VCAR,2021-07-21,11.32893807710743,11.330930709838867,11.318973963220051,11.330930709838867,1000
2021-07-22,VCAR,2021-07-22,11.318973930785392,11.408649055054454,11.279118425580274,11.363811492919922,1600
2021-07-23,VCAR,2021-07-23,11.687637525086219,11.687637525086219,11.279118361497247,11.429573059082031,3400
2021-07-26,VCAR,2021-07-26,11.548144028921888,11.597963648980377,11.512273788452148,11.512273788452148,1000
2021-07-27,VCAR,2021-07-27,11.169516290972618,11.348866543800385,11.15955217687547,11.297054290771484,1500
2021-07-28,VCAR,2021-07-28,11.358830138921242,11.383740425109865,11.358830138921242,11.383740425109863,700
2021-07-29,VCAR,2021-07-29,11.567075729370117,11.567075729370117,11.567075729370117,11.567075729370117,600
2021-07-30,VCAR,2021-07-30,11.62785530090332,11.687638086125979,11.548144287119614,11.62785530090332,1700
2021-08-02,VCAR,2021-08-02,11.82713247792388,11.93673488100652,11.807205200195314,11.807205200195312,1900
2021-08-03,VCAR,2021-08-03,11.956663075774932,11.956663075774932,11.744432009708103,11.840085983276367,500
2021-08-04,VCAR,2021-08-04,11.837096479078319,11.891898155212402,11.837096479078319,11.891898155212402,600
2021-08-05,VCAR,2021-08-05,11.82713233290711,11.94669884850309,11.82713233290711,11.924778938293457,500
2021-08-06,VCAR,2021-08-06,11.886916070313154,11.886916070313154,11.667710316522573,11.742439270019531,1900
2021-08-09,VCAR,2021-08-09,11.81617259979248,11.81617259979248,11.81617259979248,11.81617259979248,1000
2021-08-10,VCAR,2021-08-10,11.744431965084292,11.744431965084292,11.727494111706958,11.737457275390625,500
2021-08-11,VCAR,2021-08-11,11.61789079152354,11.70457649230957,11.61789079152354,11.70457649230957,900
2021-08-12,VCAR,2021-08-12,11.587999519418656,11.81617259979248,11.570064874322892,11.81617259979248,1700
2021-08-13,VCAR,2021-08-13,11.758381843566895,11.758381843566895,11.758381843566895,11.758381843566895,100
2021-08-16,VCAR,2021-08-16,11.448505151380342,11.470426012955565,11.448505151380342,11.468433380126953,1400
2021-08-17,VCAR,2021-08-17,11.338902880655366,11.418613896142237,11.159552620694777,11.336910247802734,3900
2021-08-18,VCAR,2021-08-18,11.448505088958417,11.47341537475586,11.448505088958417,11.47341537475586,200
2021-08-19,VCAR,2021-08-19,11.368794259821213,11.368794259821213,11.239263622257951,11.32296085357666,400
2021-08-20,VCAR,2021-08-20,11.1595524133057,11.398685455322266,11.1595524133057,11.398685455322266,300
2021-08-23,VCAR,2021-08-23,11.627854737031363,11.67269229888916,11.6079265094367,11.67269229888916,2400
2021-08-24,VCAR,2021-08-24,11.687637812919737,11.847060786990768,11.677674649102348,11.755393028259277,1800
2021-08-25,VCAR,2021-08-25,11.847061096634802,11.847061096634802,11.791262626647951,11.79126262664795,300
2021-08-26,VCAR,2021-08-26,11.742439759205032,11.742439759205032,11.688634872436525,11.688634872436523,300
2021-08-27,VCAR,2021-08-27,11.847061262097547,11.883927345275879,11.847061262097547,11.883927345275879,1100
2021-08-30,VCAR,2021-08-30,11.946698875560513,12.013457298278809,11.946698875560513,12.013457298278809,600
2021-08-31,VCAR,2021-08-31,11.767350131629835,11.968620300292969,11.767350131629835,11.968620300292969,700
2021-09-01,VCAR,2021-09-01,11.976591560828293,12.143984117706436,11.976591560828293,12.016447067260742,1000
2021-09-02,VCAR,2021-09-02,12.006483063645142,12.026410341929733,11.992533683776857,11.992533683776855,400
2021-09-03,VCAR,2021-09-03,12.084201812744139,12.084201812744139,12.084201812744139,12.08420181274414,100
2021-09-07,VCAR,2021-09-07,12.205760941846131,12.205760941846131,12.185832712769326,12.191811561584473,1000
2021-09-08,VCAR,2021-09-08,12.165905317946534,12.165905317946534,12.080215454101562,12.080215454101562,200
2021-09-09,VCAR,2021-09-09,12.106121110992028,12.106121110992028,12.087189674377441,12.087189674377441,500
2021-09-10,VCAR,2021-09-10,12.225688959540877,12.225688959540877,11.92179012298584,11.92179012298584,400
2021-09-13,VCAR,2021-09-13,11.837096833138936,11.908836364746094,11.837096833138936,11.908836364746094,1300
2021-09-14,VCAR,2021-09-14,11.866988061821242,11.896879453726198,11.498324394226074,11.498324394226074,1200
2021-09-15,VCAR,2021-09-15,11.7773131458195,11.889904975891113,11.717530360943897,11.889904975891113,800
2021-09-16,VCAR,2021-09-16,11.687638287788065,11.823147773742678,11.687638287788065,11.823147773742676,300
2021-09-17,VCAR,2021-09-17,11.697601945390435,11.70856285095215,11.627855047407785,11.708562850952148,500
2021-09-20,VCAR,2021-09-20,10.960275007820062,11.348866918362027,10.960275007820062,11.327942848205566,1400
2021-09-21,VCAR,2021-09-21,11.33890287418067,11.397689819335938,11.33890287418067,11.397689819335938,300
2021-09-22,VCAR,2021-09-22,11.538180345140091,11.598959922790527,11.538180345140091,11.598959922790527,200
2021-09-23,VCAR,2021-09-23,11.647782622129712,11.677674965081367,11.647782622129712,11.669703483581543,1000
2021-09-24,VCAR,2021-09-24,11.60792661578104,11.709558486938477,11.60792661578104,11.709558486938477,300
2021-09-27,VCAR,2021-09-27,11.849053382873535,11.849053382873535,11.849053382873535,11.849053382873535,300
2021-09-28,VCAR,2021-09-28,11.847060907111157,11.847060907111157,11.607926918695076,11.609920501708984,600
2021-09-29,VCAR,2021-09-29,11.547147750854492,11.547147750854492,11.547147750854492,11.547147750854492,100
2021-09-30,VCAR,2021-09-30,11.518252402584082,11.546151161193848,11.518252402584082,11.546151161193848,200
2021-10-01,VCAR,2021-10-01,11.488360229068151,11.57803535461426,11.488360229068151,11.578035354614258,200
2021-10-04,VCAR,2021-10-04,11.8470613035989,11.8470613035989,11.45846939086914,11.45846939086914,500
2021-10-05,VCAR,2021-10-05,11.548144340515137,11.548144340515137,11.548144340515137,11.548144340515137,600
2021-10-06,VCAR,2021-10-06,11.586007118225096,11.586007118225096,11.586007118225096,11.586007118225098,200
2021-10-07,VCAR,2021-10-07,11.737458006451428,11.785284996032715,11.707566613078255,11.785284996032715,1100
2021-10-08,VCAR,2021-10-08,11.650772094726564,11.650772094726564,11.650772094726564,11.650772094726562,100
2021-10-11,VCAR,2021-10-11,11.85702423721005,11.85702423721005,11.647782588307273,11.702584266662598,400
2021-10-12,VCAR,2021-10-12,11.707566585256826,11.757386207580568,11.687638356235226,11.757386207580566,500
